"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"ACIN1",3836.70228624091,-0.240358893226556,0.124835827798559,-1.9253999229645,0.0541793452339112,0.112730371907886
"ACKR1",9.77131235768901,-0.883796760840916,0.602914590163272,-1.46587389865881,0.142682643968017,0.248113377479743
"ACKR3",1260.07379816542,0.279035758805759,0.34298473194706,0.81355154563798,0.415901905730319,0.556544603800446
"ACKR4",175.6528234531,-1.30376240674243,0.245357761914867,-5.31371983738098,1.07409715377837e-07,1.02673883591414e-06
"ACLY",12849.5662012294,0.10111249711618,0.0836451230363544,1.2088271670332,0.226729252096744,0.355688811321168
"ACMSD",2.03913766583922,-0.332075806462694,1.06151495879812,-0.312831961255336,0.754408331665573,0.841627937614068
"ACO1",3225.26667119747,-0.339742276252986,0.117868839671737,-2.88237567451384,0.00394688855708124,0.0120664813986722
"ACO2",2310.32687023862,0.215586028527545,0.100178847382299,2.1520114690962,0.0313964510634151,0.0714353005863814
"ACOT1",201.164431068953,-0.0209287076187585,0.149927063383177,-0.139592593535097,0.888981892825729,0.934642221311669
"ACOT11",151.319738577437,0.330839028634158,0.196481428449098,1.68381831934751,0.0922167856941306,0.174766262247151
"ACOT12",6.17572059147248,1.16853521217719,0.711338562930376,1.64272720905694,0.100439386573129,0.18697794752868
"ACOT13",675.407309140918,-0.381823757111491,0.113502577648434,-3.36400956720263,0.00076818880221814,0.00287082570056287
"ACOT2",303.824189913397,-0.29908883559918,0.140510154541622,-2.12859231829101,0.0332880046130219,0.0749837194404002
"ACOT4",14.7570594677507,-0.439330026256193,0.478229430034683,-0.918659535914238,0.358273680933692,0.499450381049219
"ACOT7",2048.60517137737,0.935888970557444,0.141733130414415,6.60317716698271,4.02438111055656e-11,9.22814585449029e-10
"ACOT8",218.158900598709,-0.461682090745205,0.144497568418445,-3.19508553533744,0.00139789404183928,0.00485629977294884
"ACOT9",2859.31163389091,0.153086172649814,0.123569340231276,1.23886857664931,0.215394172473014,0.34210604252991
"ACOX1",2209.92833074341,-0.0969101523593317,0.0802003246190231,-1.20835112351085,0.226912231587507,0.355928260018706
"ACOX2",78.984523134314,-1.34647551810573,0.291864072644778,-4.61336507061114,3.96201502758881e-06,2.61437267277576e-05
"ACOX3",809.956918444868,-0.0489636443338487,0.0946943667970922,-0.517070296681599,0.60510708770893,0.724442524280525
